"ID","SENSORTYPE_ID","LOCATION_ID","VALUE","MEASURE_TIME"
"714","3","1","354.0","2012-04-14 18:08:56.005"
"715","1","1","5.69","2012-04-14 18:09:06.06"
"716","2","1","512.0","2012-04-14 18:09:06.061"
"717","3","1","355.0","2012-04-14 18:09:06.061"
"718","1","1","5.84","2012-04-14 18:09:16.119"
"719","2","1","514.0","2012-04-14 18:09:16.119"
"720","3","1","358.0","2012-04-14 18:09:16.119"
"721","1","1","5.76","2012-04-14 18:09:26.176"
"722","2","1","512.0","2012-04-14 18:09:26.187"
"723","3","1","363.0","2012-04-14 18:09:26.187"
"724","1","1","5.69","2012-04-14 18:09:36.247"
"725","2","1","512.0","2012-04-14 18:09:36.248"
"726","3","1","347.0","2012-04-14 18:09:36.248"
"727","1","1","5.69","2012-04-14 18:09:46.333"
"728","2","1","513.0","2012-04-14 18:09:46.333"
"729","3","1","356.0","2012-04-14 18:09:46.333"
"730","1","1","5.69","2012-04-14 18:09:56.444"
"731","2","1","512.0","2012-04-14 18:09:56.445"
"732","3","1","348.0","2012-04-14 18:09:56.445"
"733","1","1","5.69","2012-04-14 18:10:06.421"
"734","2","1","513.0","2012-04-14 18:10:06.422"
"735","3","1","353.0","2012-04-14 18:10:06.423"
"736","1","1","5.69","2012-04-14 18:10:16.479"
"737","2","1","512.0","2012-04-14 18:10:16.479"
"738","3","1","351.0","2012-04-14 18:10:16.479"
"739","1","1","5.76","2012-04-14 18:10:26.54"
"740","2","1","513.0","2012-04-14 18:10:26.54"
"741","3","1","351.0","2012-04-14 18:10:26.54"
"742","1","1","5.84","2012-04-14 18:10:36.613"
"743","2","1","513.0","2012-04-14 18:10:36.613"
"744","3","1","349.0","2012-04-14 18:10:36.613"
"745","1","1","5.76","2012-04-14 18:10:46.724"
"746","2","1","513.0","2012-04-14 18:10:46.724"
"747","3","1","353.0","2012-04-14 18:10:46.724"
"748","1","1","5.76","2012-04-14 18:10:56.745"
"749","2","1","514.0","2012-04-14 18:10:56.753"
"750","3","1","353.0","2012-04-14 18:10:56.753"
"751","1","1","5.76","2012-04-14 18:11:06.762"
"752","2","1","513.0","2012-04-14 18:11:06.763"
